"MTU","Out Area","In Area","Physical Flow (MW)"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","Italy (IT)","1825.57"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","Spain (ES)","France (FR)","2845.72"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","Switzerland (CH)","1379.89"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","United Kingdom (GB-CTY)","1062.13"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","Belgium (BE)","France (FR)","1845.79"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","Germany (DE)","520.82"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","Italy (IT)","1941.46"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","Spain (ES)","France (FR)","2690.71"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","Switzerland (CH)","1566.11"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","France (FR)","United Kingdom (GB-CTY)","561.99"
"04/01/2026 08:00:00 - 04/01/2026 09:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","Belgium (BE)","France (FR)","1262.91"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","Germany (DE)","706.98"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","Italy (IT)","2071.32"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","Spain (ES)","France (FR)","2526.48"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","Switzerland (CH)","1544.31"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","France (FR)","United Kingdom (GB-CTY)","1137.66"
"04/01/2026 09:00:00 - 04/01/2026 10:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","Belgium (BE)","France (FR)","828.38"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","Germany (DE)","596.74"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","Italy (IT)","2018.11"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","Spain (ES)","France (FR)","2437.35"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","Switzerland (CH)","1290.75"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","France (FR)","United Kingdom (GB-CTY)","2886.04"
"04/01/2026 10:00:00 - 04/01/2026 11:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","Belgium (BE)","France (FR)","230.27"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","Germany (DE)","1051.81"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","Italy (IT)","2184.27"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","Spain (ES)","France (FR)","2479.14"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","Switzerland (CH)","1618.50"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","France (FR)","United Kingdom (GB-CTY)","3068.51"
"04/01/2026 11:00:00 - 04/01/2026 12:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","Belgium (BE)","France (FR)","358.88"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","Germany (DE)","1257.49"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","Italy (IT)","2331.43"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","Spain (ES)","France (FR)","2245.22"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","Switzerland (CH)","1754.72"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","France (FR)","United Kingdom (GB-CTY)","2904.80"
"04/01/2026 12:00:00 - 04/01/2026 13:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","Belgium (BE)","211.03"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","Belgium (BE)","France (FR)","0.00"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","Germany (DE)","1974.86"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","Italy (IT)","2694.46"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","Spain (ES)","France (FR)","1997.20"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","Switzerland (CH)","2406.32"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","France (FR)","United Kingdom (GB-CTY)","3440.69"
"04/01/2026 13:00:00 - 04/01/2026 14:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","Belgium (BE)","117.06"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","Belgium (BE)","France (FR)","0.00"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","Germany (DE)","2391.08"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","Italy (IT)","2891.05"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","Spain (ES)","France (FR)","2220.65"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","Switzerland (CH)","2735.61"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","France (FR)","United Kingdom (GB-CTY)","3345.50"
"04/01/2026 14:00:00 - 04/01/2026 15:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","Belgium (BE)","France (FR)","326.27"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","Germany (DE)","2920.90"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","Italy (IT)","3270.86"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","Spain (ES)","France (FR)","2327.46"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","Switzerland (CH)","3294.47"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","France (FR)","United Kingdom (GB-CTY)","2505.21"
"04/01/2026 15:00:00 - 04/01/2026 16:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","Belgium (BE)","France (FR)","928.76"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","Germany (DE)","3177.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","Italy (IT)","3120.67"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","Spain (ES)","France (FR)","2613.48"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","Switzerland (CH)","3152.20"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","France (FR)","United Kingdom (GB-CTY)","1578.18"
"04/01/2026 16:00:00 - 04/01/2026 17:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","Belgium (BE)","France (FR)","917.34"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","Germany (DE)","2347.01"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","Italy (IT)","2632.04"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","Spain (ES)","France (FR)","2505.56"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","Switzerland (CH)","1891.36"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","France (FR)","United Kingdom (GB-CTY)","1210.19"
"04/01/2026 17:00:00 - 04/01/2026 18:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","Belgium (BE)","France (FR)","1773.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","Germany (DE)","1542.48"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","Italy (IT)","2496.99"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","Spain (ES)","France (FR)","2289.11"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","Switzerland (CH)","1008.99"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","France (FR)","United Kingdom (GB-CTY)","1030.66"
"04/01/2026 18:00:00 - 04/01/2026 19:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","Belgium (BE)","France (FR)","2830.43"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","Germany (DE)","885.70"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","Italy (IT)","2360.21"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","Spain (ES)","France (FR)","2032.86"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","Switzerland (CH)","651.30"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","France (FR)","United Kingdom (GB-CTY)","890.58"
"04/01/2026 19:00:00 - 04/01/2026 20:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","Belgium (BE)","France (FR)","3130.77"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","Germany (DE)","926.57"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","Italy (IT)","2426.38"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","Spain (ES)","France (FR)","2090.70"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","Switzerland (CH)","1178.84"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","France (FR)","United Kingdom (GB-CTY)","291.57"
"04/01/2026 20:00:00 - 04/01/2026 21:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","Belgium (BE)","France (FR)","3115.16"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","Germany (DE)","1192.10"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","Italy (IT)","2713.17"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","Spain (ES)","France (FR)","2106.57"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","Switzerland (CH)","1931.85"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","France (FR)","United Kingdom (GB-CTY)","67.35"
"04/01/2026 21:00:00 - 04/01/2026 22:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","Belgium (BE)","France (FR)","3222.27"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","Germany (DE)","1276.30"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","Italy (IT)","2502.74"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","Spain (ES)","France (FR)","2121.04"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","Switzerland (CH)","2004.05"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"04/01/2026 22:00:00 - 04/01/2026 23:00:00","United Kingdom (GB-CTY)","France (FR)","684.61"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","Belgium (BE)","France (FR)","3397.21"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","Germany (DE)","1032.57"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","Italy (IT)","2312.30"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","Spain (ES)","France (FR)","2106.85"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","Switzerland (CH)","2014.83"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"04/01/2026 23:00:00 - 05/01/2026 00:00:00","United Kingdom (GB-CTY)","France (FR)","1145.92"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","Belgium (BE)","France (FR)","2691.10"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","Germany (DE)","1345.11"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","Italy (IT)","2029.81"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","Spain (ES)","France (FR)","2443.62"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","Switzerland (CH)","2418.78"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 00:00:00 - 05/01/2026 01:00:00","United Kingdom (GB-CTY)","France (FR)","1020.30"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","Belgium (BE)","France (FR)","2626.59"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","Germany (DE)","1323.03"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","Italy (IT)","1806.90"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","Spain (ES)","France (FR)","2578.48"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","Switzerland (CH)","2566.20"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 01:00:00 - 05/01/2026 02:00:00","United Kingdom (GB-CTY)","France (FR)","866.21"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","Belgium (BE)","France (FR)","2457.98"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","Germany (DE)","1327.06"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","Italy (IT)","1699.68"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","Spain (ES)","France (FR)","2927.26"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","Switzerland (CH)","2491.53"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 02:00:00 - 05/01/2026 03:00:00","United Kingdom (GB-CTY)","France (FR)","934.67"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","Belgium (BE)","France (FR)","2059.75"
