"MTU","Out Area","In Area","Physical Flow (MW)"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","United Kingdom (GB-CTY)","France (FR)","1157.56"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","Belgium (BE)","France (FR)","1084.80"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","Germany (DE)","890.44"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","Italy (IT)","France (FR)","1145.81"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","Spain (ES)","France (FR)","2510.25"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","Switzerland (CH)","France (FR)","1491.24"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 19:00:00 - 06/01/2026 20:00:00","United Kingdom (GB-CTY)","France (FR)","1671.90"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","Belgium (BE)","France (FR)","1509.82"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","Germany (DE)","1300.52"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","Italy (IT)","France (FR)","63.25"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","Spain (ES)","France (FR)","2379.93"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","Switzerland (CH)","318.45"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 20:00:00 - 06/01/2026 21:00:00","United Kingdom (GB-CTY)","France (FR)","2012.55"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","Belgium (BE)","France (FR)","2024.04"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","Germany (DE)","1882.68"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","Italy (IT)","842.27"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","Spain (ES)","France (FR)","2260.41"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","Switzerland (CH)","2259.09"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 21:00:00 - 06/01/2026 22:00:00","United Kingdom (GB-CTY)","France (FR)","2659.91"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","Belgium (BE)","France (FR)","2633.15"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","Germany (DE)","1507.08"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","Italy (IT)","1060.61"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","Spain (ES)","France (FR)","2365.97"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","Switzerland (CH)","2414.66"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 22:00:00 - 06/01/2026 23:00:00","United Kingdom (GB-CTY)","France (FR)","2005.94"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","Belgium (BE)","France (FR)","2984.61"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","Germany (DE)","1098.21"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","Italy (IT)","745.81"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","Spain (ES)","France (FR)","2140.62"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","Switzerland (CH)","2250.40"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 23:00:00 - 07/01/2026 00:00:00","United Kingdom (GB-CTY)","France (FR)","1739.29"
